sentence_id,domain,text,aspect_term,input_text,label,polarity
2235,laptops,also it comes with very useful applications like iphoto that it is the best photo application i have ever had,photo application,[ASPECT] photo application [SEP] also it comes with very useful applications like iphoto that it is the best photo application i have ever had,0,positive
1182,laptops,"They don t translate from a Mac, even on Word, resulting in a ton of run-on sentences.",Word,"[ASPECT] Word [SEP] They don t translate from a Mac, even on Word, resulting in a ton of run-on sentences.",1,negative
2455,laptops,"The acer one computer that I bought is 17 ince screen and its hard to find lap top bags for it, but I like the big screen on it.",17 ince screen,"[ASPECT] 17 ince screen [SEP] The acer one computer that I bought is 17 ince screen and its hard to find lap top bags for it, but I like the big screen on it.",2,neutral
2455,laptops,"The acer one computer that I bought is 17 ince screen and its hard to find lap top bags for it, but I like the big screen on it.",screen,"[ASPECT] screen [SEP] The acer one computer that I bought is 17 ince screen and its hard to find lap top bags for it, but I like the big screen on it.",0,positive
1213,laptops,Summary: They played games with me for the warranty period.,warranty period,[ASPECT] warranty period [SEP] Summary: They played games with me for the warranty period.,1,negative
1924,laptops,"In November my computer messed up entirely and wouldn't power on after intalling a Windows update, I had to have my HD flashed and lost EVERYTHING on it, including my school assignments and irriplaceable pictures that were only in digital format and several other things, when this update was installed for some reason I was unable to roll back the drivers and everything to an earlier working condition because when the update was installed it deleted my history.",HD,"[ASPECT] HD [SEP] In November my computer messed up entirely and wouldn't power on after intalling a Windows update, I had to have my HD flashed and lost EVERYTHING on it, including my school assignments and irriplaceable pictures that were only in digital format and several other things, when this update was installed for some reason I was unable to roll back the drivers and everything to an earlier working condition because when the update was installed it deleted my history.",1,negative
1924,laptops,"In November my computer messed up entirely and wouldn't power on after intalling a Windows update, I had to have my HD flashed and lost EVERYTHING on it, including my school assignments and irriplaceable pictures that were only in digital format and several other things, when this update was installed for some reason I was unable to roll back the drivers and everything to an earlier working condition because when the update was installed it deleted my history.",drivers,"[ASPECT] drivers [SEP] In November my computer messed up entirely and wouldn't power on after intalling a Windows update, I had to have my HD flashed and lost EVERYTHING on it, including my school assignments and irriplaceable pictures that were only in digital format and several other things, when this update was installed for some reason I was unable to roll back the drivers and everything to an earlier working condition because when the update was installed it deleted my history.",1,negative
1924,laptops,"In November my computer messed up entirely and wouldn't power on after intalling a Windows update, I had to have my HD flashed and lost EVERYTHING on it, including my school assignments and irriplaceable pictures that were only in digital format and several other things, when this update was installed for some reason I was unable to roll back the drivers and everything to an earlier working condition because when the update was installed it deleted my history.",Windows update,"[ASPECT] Windows update [SEP] In November my computer messed up entirely and wouldn't power on after intalling a Windows update, I had to have my HD flashed and lost EVERYTHING on it, including my school assignments and irriplaceable pictures that were only in digital format and several other things, when this update was installed for some reason I was unable to roll back the drivers and everything to an earlier working condition because when the update was installed it deleted my history.",2,neutral
2171,laptops,I can have both OSX and Windows XP running at the same time!,OSX,[ASPECT] OSX [SEP] I can have both OSX and Windows XP running at the same time!,0,positive
2171,laptops,I can have both OSX and Windows XP running at the same time!,Windows XP,[ASPECT] Windows XP [SEP] I can have both OSX and Windows XP running at the same time!,0,positive
552,laptops,"Overall : Poor, Features: Average, Performance: Poor, Battery Life: Excellent, Price-Value: Poor",Features,"[ASPECT] Features [SEP] Overall : Poor, Features: Average, Performance: Poor, Battery Life: Excellent, Price-Value: Poor",2,neutral
552,laptops,"Overall : Poor, Features: Average, Performance: Poor, Battery Life: Excellent, Price-Value: Poor",Performance,"[ASPECT] Performance [SEP] Overall : Poor, Features: Average, Performance: Poor, Battery Life: Excellent, Price-Value: Poor",1,negative
552,laptops,"Overall : Poor, Features: Average, Performance: Poor, Battery Life: Excellent, Price-Value: Poor",Battery Life,"[ASPECT] Battery Life [SEP] Overall : Poor, Features: Average, Performance: Poor, Battery Life: Excellent, Price-Value: Poor",0,positive
552,laptops,"Overall : Poor, Features: Average, Performance: Poor, Battery Life: Excellent, Price-Value: Poor",Price,"[ASPECT] Price [SEP] Overall : Poor, Features: Average, Performance: Poor, Battery Life: Excellent, Price-Value: Poor",1,negative
552,laptops,"Overall : Poor, Features: Average, Performance: Poor, Battery Life: Excellent, Price-Value: Poor",Value,"[ASPECT] Value [SEP] Overall : Poor, Features: Average, Performance: Poor, Battery Life: Excellent, Price-Value: Poor",1,negative
733,laptops,Microsoft seems to be unable to keep up with repairs for the multitude of windows problems.,windows,[ASPECT] windows [SEP] Microsoft seems to be unable to keep up with repairs for the multitude of windows problems.,1,negative
2242,laptops,The graphics are stunning.,graphics,[ASPECT] graphics [SEP] The graphics are stunning.,0,positive
2085,laptops,"(I found a 2GB stick for a bit under $50) Nice and portable and definitely a decent enough system to keep you entertained while sitting in the airplane for a couple of hours, or at the hotel taking care of some last minute details and documents.",system,"[ASPECT] system [SEP] (I found a 2GB stick for a bit under $50) Nice and portable and definitely a decent enough system to keep you entertained while sitting in the airplane for a couple of hours, or at the hotel taking care of some last minute details and documents.",0,positive
543,laptops,after much effort and 10 days ASUS replaced itThe WiFi is very weak.,WiFi,[ASPECT] WiFi [SEP] after much effort and 10 days ASUS replaced itThe WiFi is very weak.,1,negative
925,laptops,You can call HP and they want you to buy more software to fix it.,software,[ASPECT] software [SEP] You can call HP and they want you to buy more software to fix it.,2,neutral
1771,laptops,It is easy to navigate and update programs.,update programs,[ASPECT] update programs [SEP] It is easy to navigate and update programs.,2,neutral
1771,laptops,It is easy to navigate and update programs.,navigate,[ASPECT] navigate [SEP] It is easy to navigate and update programs.,0,positive
2258,laptops,", Applications respond immediately (not like the tired MS applications).",Applications,"[ASPECT] Applications [SEP] , Applications respond immediately (not like the tired MS applications).",0,positive
2258,laptops,", Applications respond immediately (not like the tired MS applications).",MS applications,"[ASPECT] MS applications [SEP] , Applications respond immediately (not like the tired MS applications).",1,negative
1960,laptops,"All in all, a very disappointing experience except that I learned how good the Geek Squad is and also Customer Service.",Customer Service,"[ASPECT] Customer Service [SEP] All in all, a very disappointing experience except that I learned how good the Geek Squad is and also Customer Service.",0,positive
2223,laptops,"The only drawback for me is how dirty the screen gets, and rather quickly too.",screen,"[ASPECT] screen [SEP] The only drawback for me is how dirty the screen gets, and rather quickly too.",1,negative
23,laptops,"The laptop is very lightweight, can easily carry around in a knapsack full of text books and it barely adds any weight.",carry,"[ASPECT] carry [SEP] The laptop is very lightweight, can easily carry around in a knapsack full of text books and it barely adds any weight.",0,positive
23,laptops,"The laptop is very lightweight, can easily carry around in a knapsack full of text books and it barely adds any weight.",weight,"[ASPECT] weight [SEP] The laptop is very lightweight, can easily carry around in a knapsack full of text books and it barely adds any weight.",0,positive
2711,laptops,"Seems to slow down occassionally but can run many applications (ie Internet tabs, programs, etc) simultaneously.",applications,"[ASPECT] applications [SEP] Seems to slow down occassionally but can run many applications (ie Internet tabs, programs, etc) simultaneously.",0,positive
2711,laptops,"Seems to slow down occassionally but can run many applications (ie Internet tabs, programs, etc) simultaneously.",programs,"[ASPECT] programs [SEP] Seems to slow down occassionally but can run many applications (ie Internet tabs, programs, etc) simultaneously.",2,neutral
2711,laptops,"Seems to slow down occassionally but can run many applications (ie Internet tabs, programs, etc) simultaneously.",Internet tabs,"[ASPECT] Internet tabs [SEP] Seems to slow down occassionally but can run many applications (ie Internet tabs, programs, etc) simultaneously.",0,positive
1606,laptops,I also did not like the loud noises it made or how the bottom of the computer would get really hot.,noises,[ASPECT] noises [SEP] I also did not like the loud noises it made or how the bottom of the computer would get really hot.,1,negative
1606,laptops,I also did not like the loud noises it made or how the bottom of the computer would get really hot.,bottom of the computer,[ASPECT] bottom of the computer [SEP] I also did not like the loud noises it made or how the bottom of the computer would get really hot.,1,negative
1018,laptops,I had in the past a Dell laptop and they sent me the items it needed or they sent a repair technician to my house to fix it.,repair technician,[ASPECT] repair technician [SEP] I had in the past a Dell laptop and they sent me the items it needed or they sent a repair technician to my house to fix it.,0,positive
2728,laptops,defective software.,software,[ASPECT] software [SEP] defective software.,1,negative
1964,laptops,This computer was so challenging to carry and handle.,carry,[ASPECT] carry [SEP] This computer was so challenging to carry and handle.,1,negative
1964,laptops,This computer was so challenging to carry and handle.,handle,[ASPECT] handle [SEP] This computer was so challenging to carry and handle.,1,negative
2808,laptops,Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,Cords,[ASPECT] Cords [SEP] Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,1,negative
2808,laptops,Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,power,[ASPECT] power [SEP] Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,1,negative
2808,laptops,Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,headphones,[ASPECT] headphones [SEP] Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,1,negative
2808,laptops,Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,mic,[ASPECT] mic [SEP] Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,1,negative
2808,laptops,Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,network connection,[ASPECT] network connection [SEP] Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,1,negative
2808,laptops,Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,setup,[ASPECT] setup [SEP] Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,1,negative
2808,laptops,Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,cords,[ASPECT] cords [SEP] Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,1,negative
2808,laptops,Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,cords,[ASPECT] cords [SEP] Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,1,negative
775,laptops,Unless you want to be inconvenienced with a non working power supply which you can't find a replacement for because they made the attachment so small.,power supply,[ASPECT] power supply [SEP] Unless you want to be inconvenienced with a non working power supply which you can't find a replacement for because they made the attachment so small.,1,negative
2424,laptops,It is much faster than my desktop which is a Core2 Quad running at 2.83 GHz.,Core2 Quad,[ASPECT] Core2 Quad [SEP] It is much faster than my desktop which is a Core2 Quad running at 2.83 GHz.,2,neutral
1689,laptops,It is good to know that I can mobilize without having to worry about the battery life.,battery life,[ASPECT] battery life [SEP] It is good to know that I can mobilize without having to worry about the battery life.,0,positive
1078,laptops,"The screen is nice, side view angles are pretty good.",screen,"[ASPECT] screen [SEP] The screen is nice, side view angles are pretty good.",0,positive
1492,laptops,"The fact that the screen reacts to the lighting around you is an added luxury-when you are working around others in dark areas and want privacy or don't want to bother them with bright lighting, it is very convenient to have a darker, softer lit screen.",screen,"[ASPECT] screen [SEP] The fact that the screen reacts to the lighting around you is an added luxury-when you are working around others in dark areas and want privacy or don't want to bother them with bright lighting, it is very convenient to have a darker, softer lit screen.",0,positive
1492,laptops,"The fact that the screen reacts to the lighting around you is an added luxury-when you are working around others in dark areas and want privacy or don't want to bother them with bright lighting, it is very convenient to have a darker, softer lit screen.",screen,"[ASPECT] screen [SEP] The fact that the screen reacts to the lighting around you is an added luxury-when you are working around others in dark areas and want privacy or don't want to bother them with bright lighting, it is very convenient to have a darker, softer lit screen.",0,positive
808,laptops,3 weeks went by and the computer keeps crashing and will not open any applications.,applications,[ASPECT] applications [SEP] 3 weeks went by and the computer keeps crashing and will not open any applications.,2,neutral
1472,laptops,Not to mention sometimes the whole charger unit will decide not to work entirely.,charger unit,[ASPECT] charger unit [SEP] Not to mention sometimes the whole charger unit will decide not to work entirely.,1,negative
1038,laptops,"Looks nice, but has a horribly cheap feel.",feel,"[ASPECT] feel [SEP] Looks nice, but has a horribly cheap feel.",1,negative
1038,laptops,"Looks nice, but has a horribly cheap feel.",Looks,"[ASPECT] Looks [SEP] Looks nice, but has a horribly cheap feel.",0,positive
544,laptops,"I have other computers that get strong signals that don't drop in places that this ""net""book loses its signal.",signals,"[ASPECT] signals [SEP] I have other computers that get strong signals that don't drop in places that this ""net""book loses its signal.",0,positive
544,laptops,"I have other computers that get strong signals that don't drop in places that this ""net""book loses its signal.",signal,"[ASPECT] signal [SEP] I have other computers that get strong signals that don't drop in places that this ""net""book loses its signal.",1,negative
1959,laptops,"The feel of this is better than the Toshiba, too.",feel,"[ASPECT] feel [SEP] The feel of this is better than the Toshiba, too.",0,positive
315,laptops,I would recommend this laptop to anyone looking to get a new laptop who is willing to spend a little more money to get great quality!,quality,[ASPECT] quality [SEP] I would recommend this laptop to anyone looking to get a new laptop who is willing to spend a little more money to get great quality!,0,positive
2573,laptops,"I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home, and it runs just fine.",memory,"[ASPECT] memory [SEP] I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home, and it runs just fine.",2,neutral
2573,laptops,"I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home, and it runs just fine.",Windows 7 Starter,"[ASPECT] Windows 7 Starter [SEP] I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home, and it runs just fine.",2,neutral
2573,laptops,"I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home, and it runs just fine.",Win 7 Home,"[ASPECT] Win 7 Home [SEP] I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home, and it runs just fine.",2,neutral
2573,laptops,"I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home, and it runs just fine.",runs,"[ASPECT] runs [SEP] I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home, and it runs just fine.",0,positive
1996,laptops,"I am not sure if it was the drive itself, however;",drive,"[ASPECT] drive [SEP] I am not sure if it was the drive itself, however;",2,neutral
1600,laptops,"Also, one of the users mentioned how the edges on the macbook is sharp, if you have money to spend on one of the incase shells, it doesn't seem to be a problem.",edges,"[ASPECT] edges [SEP] Also, one of the users mentioned how the edges on the macbook is sharp, if you have money to spend on one of the incase shells, it doesn't seem to be a problem.",1,negative
1600,laptops,"Also, one of the users mentioned how the edges on the macbook is sharp, if you have money to spend on one of the incase shells, it doesn't seem to be a problem.",incase shells,"[ASPECT] incase shells [SEP] Also, one of the users mentioned how the edges on the macbook is sharp, if you have money to spend on one of the incase shells, it doesn't seem to be a problem.",0,positive
719,laptops,"It is easy to use, its keyboard easily accommodates large hands, and its weight is fantasic.",keyboard,"[ASPECT] keyboard [SEP] It is easy to use, its keyboard easily accommodates large hands, and its weight is fantasic.",0,positive
719,laptops,"It is easy to use, its keyboard easily accommodates large hands, and its weight is fantasic.",weight,"[ASPECT] weight [SEP] It is easy to use, its keyboard easily accommodates large hands, and its weight is fantasic.",0,positive
719,laptops,"It is easy to use, its keyboard easily accommodates large hands, and its weight is fantasic.",use,"[ASPECT] use [SEP] It is easy to use, its keyboard easily accommodates large hands, and its weight is fantasic.",0,positive
141,laptops,"Called Acer many times, they want me to pay the shipping to ship it to their repair center - I was very disappointed since it is a brand new computer!",shipping,"[ASPECT] shipping [SEP] Called Acer many times, they want me to pay the shipping to ship it to their repair center - I was very disappointed since it is a brand new computer!",1,negative
141,laptops,"Called Acer many times, they want me to pay the shipping to ship it to their repair center - I was very disappointed since it is a brand new computer!",repair center,"[ASPECT] repair center [SEP] Called Acer many times, they want me to pay the shipping to ship it to their repair center - I was very disappointed since it is a brand new computer!",2,neutral
1255,laptops,I should have checked this before I installed my applications.,applications,[ASPECT] applications [SEP] I should have checked this before I installed my applications.,2,neutral
667,laptops,The battery is really long.,battery,[ASPECT] battery [SEP] The battery is really long.,0,positive
1992,laptops,"Anyway, in early July of this year, the DVD burner stopped working, and the computer stared having issues with power supply.",DVD burner,"[ASPECT] DVD burner [SEP] Anyway, in early July of this year, the DVD burner stopped working, and the computer stared having issues with power supply.",1,negative
1992,laptops,"Anyway, in early July of this year, the DVD burner stopped working, and the computer stared having issues with power supply.",power supply,"[ASPECT] power supply [SEP] Anyway, in early July of this year, the DVD burner stopped working, and the computer stared having issues with power supply.",1,negative
2430,laptops,Had some trouble finding a case that it would fit in.,case,[ASPECT] case [SEP] Had some trouble finding a case that it would fit in.,1,negative
1021,laptops,This computer that I have has had issues with the keyboard where it lost half the keyboard functions.,keyboard,[ASPECT] keyboard [SEP] This computer that I have has had issues with the keyboard where it lost half the keyboard functions.,1,negative
1021,laptops,This computer that I have has had issues with the keyboard where it lost half the keyboard functions.,keyboard functions,[ASPECT] keyboard functions [SEP] This computer that I have has had issues with the keyboard where it lost half the keyboard functions.,1,negative
1701,laptops,Comes with iMovie;,iMovie,[ASPECT] iMovie [SEP] Comes with iMovie;,0,positive
811,laptops,COMPUTER HAS BEEN AT SERVICE FACILITY MORE THAN IN MY HANDS.,SERVICE FACILITY,[ASPECT] SERVICE FACILITY [SEP] COMPUTER HAS BEEN AT SERVICE FACILITY MORE THAN IN MY HANDS.,1,negative
504,laptops,When I called Sony the Customer Service was Great.,Customer Service,[ASPECT] Customer Service [SEP] When I called Sony the Customer Service was Great.,0,positive
1845,laptops,even though I had the receipt in front of me proving it still had 2 months left on the warranty.,warranty,[ASPECT] warranty [SEP] even though I had the receipt in front of me proving it still had 2 months left on the warranty.,1,negative
2479,laptops,"It is a much more streamlined system for adding programs, using the internet, and doing other things everyone does on a computer.",programs,"[ASPECT] programs [SEP] It is a much more streamlined system for adding programs, using the internet, and doing other things everyone does on a computer.",2,neutral
2479,laptops,"It is a much more streamlined system for adding programs, using the internet, and doing other things everyone does on a computer.",system,"[ASPECT] system [SEP] It is a much more streamlined system for adding programs, using the internet, and doing other things everyone does on a computer.",0,positive
2479,laptops,"It is a much more streamlined system for adding programs, using the internet, and doing other things everyone does on a computer.",using the internet,"[ASPECT] using the internet [SEP] It is a much more streamlined system for adding programs, using the internet, and doing other things everyone does on a computer.",2,neutral
1407,laptops,"My computer froze on several occasion, had buttons that randomely would fall off and even had moments when the computer would refuse to turn on at all.",buttons,"[ASPECT] buttons [SEP] My computer froze on several occasion, had buttons that randomely would fall off and even had moments when the computer would refuse to turn on at all.",1,negative
1113,laptops,Not even safe mode boots.,safe mode,[ASPECT] safe mode [SEP] Not even safe mode boots.,1,negative
2431,laptops,"This is an over-sized, 18-inch laptop.",18-inch,"[ASPECT] 18-inch [SEP] This is an over-sized, 18-inch laptop.",1,negative
905,laptops,I had to pay $100 for a universal charger for this cheap $300 laptop.,universal charger,[ASPECT] universal charger [SEP] I had to pay $100 for a universal charger for this cheap $300 laptop.,1,negative
2196,laptops,The powerpoint opened seamlessly in the apple and the mac hooked up to the projector so easily it was almost scary.,powerpoint,[ASPECT] powerpoint [SEP] The powerpoint opened seamlessly in the apple and the mac hooked up to the projector so easily it was almost scary.,0,positive
1878,laptops,1.You can not change your desktop background (window's 7 starter does NOT support that function).,desktop background,[ASPECT] desktop background [SEP] 1.You can not change your desktop background (window's 7 starter does NOT support that function).,1,negative
1878,laptops,1.You can not change your desktop background (window's 7 starter does NOT support that function).,window's 7 starter,[ASPECT] window's 7 starter [SEP] 1.You can not change your desktop background (window's 7 starter does NOT support that function).,1,negative
1878,laptops,1.You can not change your desktop background (window's 7 starter does NOT support that function).,function,[ASPECT] function [SEP] 1.You can not change your desktop background (window's 7 starter does NOT support that function).,1,negative
758,laptops,"Took me 11 hours, 3 trips to different FedEx offices, and brutal conversations with 14 of the worse IT support technicians in the world.",IT support technicians,"[ASPECT] IT support technicians [SEP] Took me 11 hours, 3 trips to different FedEx offices, and brutal conversations with 14 of the worse IT support technicians in the world.",1,negative
1131,laptops,Then after 4 or so months the charger stopped working so I was forced to go out and buy new hardware just to keep this computer running.,charger,[ASPECT] charger [SEP] Then after 4 or so months the charger stopped working so I was forced to go out and buy new hardware just to keep this computer running.,1,negative
1131,laptops,Then after 4 or so months the charger stopped working so I was forced to go out and buy new hardware just to keep this computer running.,hardware,[ASPECT] hardware [SEP] Then after 4 or so months the charger stopped working so I was forced to go out and buy new hardware just to keep this computer running.,1,negative
1295,laptops,"As usual at customer service center, she asked me to hold for a moment while she went to the back-office and compare it with other same model netbooks and discussed it with her colleague (I could see them).",customer service center,"[ASPECT] customer service center [SEP] As usual at customer service center, she asked me to hold for a moment while she went to the back-office and compare it with other same model netbooks and discussed it with her colleague (I could see them).",1,negative
112,laptops,The screen gets smeary and dusty very quickly and it's very noticeable.,screen,[ASPECT] screen [SEP] The screen gets smeary and dusty very quickly and it's very noticeable.,1,negative
1101,laptops,Strengths:Well-shaped Weaknesses:A bad videocard!,videocard,[ASPECT] videocard [SEP] Strengths:Well-shaped Weaknesses:A bad videocard!,1,negative
1101,laptops,Strengths:Well-shaped Weaknesses:A bad videocard!,shaped,[ASPECT] shaped [SEP] Strengths:Well-shaped Weaknesses:A bad videocard!,0,positive
1948,laptops,You can't even get a satellite card which is why I bought to begin with.,satellite card,[ASPECT] satellite card [SEP] You can't even get a satellite card which is why I bought to begin with.,1,negative
115,laptops,"The battery life, before the battery completely died of course, left much to be desired.",battery life,"[ASPECT] battery life [SEP] The battery life, before the battery completely died of course, left much to be desired.",1,negative
115,laptops,"The battery life, before the battery completely died of course, left much to be desired.",battery,"[ASPECT] battery [SEP] The battery life, before the battery completely died of course, left much to be desired.",1,negative
2332,laptops,"It is a REAL touchpad, not the toy I saw in other brands.",touchpad,"[ASPECT] touchpad [SEP] It is a REAL touchpad, not the toy I saw in other brands.",0,positive
845,laptops,"Long story, but after many calls to various offices, I was told that no one can override the depot and that managers don't take phone calls or e/mails.",depot,"[ASPECT] depot [SEP] Long story, but after many calls to various offices, I was told that no one can override the depot and that managers don't take phone calls or e/mails.",2,neutral
2914,laptops,Price and purpose is awesome!,Price,[ASPECT] Price [SEP] Price and purpose is awesome!,0,positive
2318,laptops,Wonderful zooming.,zooming,[ASPECT] zooming [SEP] Wonderful zooming.,0,positive
153,laptops,"The screen is huge and coloful, but no LED backlighting.",screen,"[ASPECT] screen [SEP] The screen is huge and coloful, but no LED backlighting.",0,positive
1415,laptops,"In all honesty, if someone is looking for a quality laptop and willing to pay a little more money for a normal sized laptop than a cheaper and less impressive laptop, then do not buy this computer.",sized,"[ASPECT] sized [SEP] In all honesty, if someone is looking for a quality laptop and willing to pay a little more money for a normal sized laptop than a cheaper and less impressive laptop, then do not buy this computer.",2,neutral
2946,laptops,Everything about this computer is easy to use.,use,[ASPECT] use [SEP] Everything about this computer is easy to use.,0,positive
833,laptops,"Worse, for the price I could get a *netbook* that outperforms this machine.",price,"[ASPECT] price [SEP] Worse, for the price I could get a *netbook* that outperforms this machine.",1,negative
2106,laptops,It had most of the features and all of the power that I wanted to replace my desktop machine.,features,[ASPECT] features [SEP] It had most of the features and all of the power that I wanted to replace my desktop machine.,0,positive
2106,laptops,It had most of the features and all of the power that I wanted to replace my desktop machine.,power,[ASPECT] power [SEP] It had most of the features and all of the power that I wanted to replace my desktop machine.,0,positive
2595,laptops,Keyboard was also very nice and had a solid feel.,Keyboard,[ASPECT] Keyboard [SEP] Keyboard was also very nice and had a solid feel.,0,positive
1966,laptops,It did not have all the features I expected it to have.,features,[ASPECT] features [SEP] It did not have all the features I expected it to have.,1,negative
617,laptops,"No luck, although I waited for hours on the phone-Visited MacHouse, they stated the their call center is down due to too many phonecalls (difficult to believe).",call center,"[ASPECT] call center [SEP] No luck, although I waited for hours on the phone-Visited MacHouse, they stated the their call center is down due to too many phonecalls (difficult to believe).",1,negative
2168,laptops,There is a backlit keyboard which is perfect for typing in the dark.,backlit keyboard,[ASPECT] backlit keyboard [SEP] There is a backlit keyboard which is perfect for typing in the dark.,0,positive
1765,laptops,It has a lot of memory and a great battery life.,memory,[ASPECT] memory [SEP] It has a lot of memory and a great battery life.,0,positive
1765,laptops,It has a lot of memory and a great battery life.,battery life,[ASPECT] battery life [SEP] It has a lot of memory and a great battery life.,0,positive
778,laptops,"I spoke with a service rep at Micro Center and his girlfriend is having the same problem with her power adapter, so it's not just an isolated incident!!!",service rep,"[ASPECT] service rep [SEP] I spoke with a service rep at Micro Center and his girlfriend is having the same problem with her power adapter, so it's not just an isolated incident!!!",2,neutral
778,laptops,"I spoke with a service rep at Micro Center and his girlfriend is having the same problem with her power adapter, so it's not just an isolated incident!!!",power adapter,"[ASPECT] power adapter [SEP] I spoke with a service rep at Micro Center and his girlfriend is having the same problem with her power adapter, so it's not just an isolated incident!!!",1,negative
1707,laptops,"I love this program, it is superior to windows movie maker.",program,"[ASPECT] program [SEP] I love this program, it is superior to windows movie maker.",0,positive
1707,laptops,"I love this program, it is superior to windows movie maker.",windows movie maker,"[ASPECT] windows movie maker [SEP] I love this program, it is superior to windows movie maker.",1,negative
2553,laptops,He has replaced his hard drive twice and (of course) has had to pay for antivirus software every year.,hard drive,[ASPECT] hard drive [SEP] He has replaced his hard drive twice and (of course) has had to pay for antivirus software every year.,1,negative
2553,laptops,He has replaced his hard drive twice and (of course) has had to pay for antivirus software every year.,antivirus software,[ASPECT] antivirus software [SEP] He has replaced his hard drive twice and (of course) has had to pay for antivirus software every year.,1,negative
1485,laptops,"This purchase opened me to the world of Macbooks, and I am impressed with the intuition of the design, the beauty of the product, and the excellent technological advances associated with it.",design,"[ASPECT] design [SEP] This purchase opened me to the world of Macbooks, and I am impressed with the intuition of the design, the beauty of the product, and the excellent technological advances associated with it.",0,positive
1485,laptops,"This purchase opened me to the world of Macbooks, and I am impressed with the intuition of the design, the beauty of the product, and the excellent technological advances associated with it.",beauty,"[ASPECT] beauty [SEP] This purchase opened me to the world of Macbooks, and I am impressed with the intuition of the design, the beauty of the product, and the excellent technological advances associated with it.",0,positive
2672,laptops,"The price is great for this model, I only plan on using it for media in the entertainment room.",price,"[ASPECT] price [SEP] The price is great for this model, I only plan on using it for media in the entertainment room.",0,positive
1258,laptops,It seemed to be a very nice laptop except I was not able to load my Garmin GPS software or Microsoft Office 2003.,Garmin GPS software,[ASPECT] Garmin GPS software [SEP] It seemed to be a very nice laptop except I was not able to load my Garmin GPS software or Microsoft Office 2003.,1,negative
1258,laptops,It seemed to be a very nice laptop except I was not able to load my Garmin GPS software or Microsoft Office 2003.,Microsoft Office 2003,[ASPECT] Microsoft Office 2003 [SEP] It seemed to be a very nice laptop except I was not able to load my Garmin GPS software or Microsoft Office 2003.,1,negative
63,laptops,I've also had to have the keyboard replaced at my expense.,keyboard,[ASPECT] keyboard [SEP] I've also had to have the keyboard replaced at my expense.,1,negative
3048,laptops,"I had the staff telling me older version did not make the fan noise cause it is a ""different"" computer.",staff,"[ASPECT] staff [SEP] I had the staff telling me older version did not make the fan noise cause it is a ""different"" computer.",1,negative
3048,laptops,"I had the staff telling me older version did not make the fan noise cause it is a ""different"" computer.",fan noise,"[ASPECT] fan noise [SEP] I had the staff telling me older version did not make the fan noise cause it is a ""different"" computer.",1,negative
1552,laptops,Was very much worth the price i paid.,price,[ASPECT] price [SEP] Was very much worth the price i paid.,0,positive
2112,laptops,Even out of warranty!,warranty,[ASPECT] warranty [SEP] Even out of warranty!,2,neutral
2823,laptops,This is a great little computer for the price.,price,[ASPECT] price [SEP] This is a great little computer for the price.,0,positive
1582,laptops,"Crisp screen, great battery life, and plenty of storage.",screen,"[ASPECT] screen [SEP] Crisp screen, great battery life, and plenty of storage.",0,positive
1582,laptops,"Crisp screen, great battery life, and plenty of storage.",battery life,"[ASPECT] battery life [SEP] Crisp screen, great battery life, and plenty of storage.",0,positive
1582,laptops,"Crisp screen, great battery life, and plenty of storage.",storage,"[ASPECT] storage [SEP] Crisp screen, great battery life, and plenty of storage.",0,positive
